title,type,release_year,runtime,genres,lead_production_country,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,role,dbscan_cluster
Late Life: The Chien-Ming Wang Story,MOVIE,2018,97,documentation,TW,7.1,497.0,3.138,5.4,Chien-ming Wang,ACTOR,-1
Accidentally In Love,SHOW,2018,31,drama,CN,7.4,1253.0,18.151,7.447,Sun Yining,ACTOR,125
Mr. Chandramouli,MOVIE,2018,135,romance,IN,5.0,245.0,1.809,4.8,Gautham Karthik,ACTOR,9
War Machine,MOVIE,2017,122,drama,US,6.0,47933.0,9.928,5.569,Brad Pitt,ACTOR,1
The Angel,MOVIE,2018,114,thriller,IL,6.6,14603.0,7.609,6.7,Tagsinapol Mahasinanont,ACTOR,-1
The Bros,MOVIE,2017,102,comedy,KR,6.1,763.0,6.879,6.219,Ma Dong-seok,ACTOR,95
Daniel Sosa: Sosafado,MOVIE,2017,77,comedy,MX,5.5,103.0,1.4,5.25,Daniel Sosa,ACTOR,43
Todd Barry: Spicy Honey,MOVIE,2017,60,comedy,US,6.8,880.0,3.687,7.3,Todd Barry,ACTOR,4
Awe!,MOVIE,2018,115,drama,IN,7.6,5402.0,3.423,7.0,Nithya Menen,ACTOR,8
Pulang,MOVIE,2018,120,drama,MY,6.7,614.0,3.262,5.9,Remy Ishak,ACTOR,97
Dovlatov,MOVIE,2018,126,drama,PL,6.4,2089.0,3.229,6.4,Milan Marić,ACTOR,184
Bleach,MOVIE,2018,108,action,JP,6.4,11406.0,16.679,6.647,Sota Fukushi,ACTOR,81
"Take the Ball, Pass the Ball",MOVIE,2018,109,documentation,ES,7.9,3287.0,5.84,8.0,Pep Guardiola,ACTOR,137
A Christmas Prince: The Royal Wedding,MOVIE,2018,92,comedy,US,5.3,11305.0,12.454,6.409,Rose McIver,ACTOR,4
Perfect Bid: The Contestant Who Knew Too Much,MOVIE,2017,72,documentation,CA,6.5,3000.0,4.611,6.5,Theodore Slauson,ACTOR,15
The Titan,MOVIE,2018,97,scifi,ES,4.8,30698.0,15.384,5.4,Sam Worthington,ACTOR,-1
Jo Koy: Live from Seattle,MOVIE,2017,63,comedy,US,7.3,1544.0,3.462,6.9,Jo Koy,ACTOR,4
Russell Brand: Re:Birth,MOVIE,2018,63,comedy,GB,6.5,1255.0,3.115,6.7,Russell Brand,ACTOR,6
Little Evil,MOVIE,2017,94,horror,US,5.7,22130.0,13.21,5.623,Adam Scott,ACTOR,31
Jimmy: The True Story of a True Idiot,SHOW,2018,46,drama,JP,6.7,84.0,1.082,5.0,Unknown,Unknown,57
Mudbound,MOVIE,2017,135,drama,US,7.4,47676.0,8.645,7.4,Carey Mulligan,ACTOR,1
Bad Seeds,MOVIE,2018,100,comedy,FR,7.3,5755.0,8.636,7.8,Kheiron,ACTOR,127
Outlaw King,MOVIE,2018,122,action,GB,6.9,74831.0,19.683,6.8,Chris Pine,ACTOR,68
Invisible,MOVIE,2017,87,drama,UY,6.0,815.0,7.265,5.7,Mora Arenillas,ACTOR,-1
Cristela Alonzo: Lower Classy,MOVIE,2017,66,comedy,US,6.4,845.0,2.841,6.435,Cristela Alonzo,ACTOR,4
Rory Scovel Tries Stand-Up for the First Time,MOVIE,2017,66,comedy,US,6.7,865.0,2.489,7.4,Rory Scovel,ACTOR,4
Death Note,MOVIE,2017,101,thriller,US,4.5,86629.0,15.182,4.2,Nat Wolff,ACTOR,19
Mauli,MOVIE,2018,134,drama,IN,5.6,403.0,1.524,5.0,Ritesh Deshmukh,ACTOR,8
D.L. Hughley: Contrarian,MOVIE,2018,58,comedy,US,6.6,624.0,1.439,4.923,D.L. Hughley,ACTOR,4
Bhavesh Joshi Superhero,MOVIE,2018,155,drama,IN,7.6,9471.0,4.066,7.5,Harshvardhan Kapoor,ACTOR,8
Enissa Amani: Ehrenwort,MOVIE,2018,65,comedy,US,5.6,197.0,2.29,5.6,Enissa Amani,ACTOR,4
If I Hadn't Met You,SHOW,2018,52,thriller,ES,7.7,2283.0,7.709,6.688,Pablo Derqui,ACTOR,185
1922,MOVIE,2017,102,drama,US,6.2,66072.0,17.503,5.936,Thomas Jane,ACTOR,1
Dirty Money,SHOW,2018,62,crime,US,8.1,9607.0,16.467,7.2,Alexandru Papadopol,ACTOR,135
Everybody Knows,MOVIE,2018,132,thriller,FR,6.9,35918.0,14.957,6.5,Penélope Cruz,ACTOR,178
BAKI,SHOW,2018,24,action,JP,6.7,6941.0,106.82,8.15,Nobunaga Shimazaki,ACTOR,27
ReMastered: The Lion's Share,MOVIE,2018,84,documentation,US,6.9,671.0,1.515,6.8,Rian Malan,ACTOR,66
Belmonte,MOVIE,2018,75,drama,MX,6.1,390.0,3.432,5.1,Gonzalo Delgado,ACTOR,70
Dogs of Berlin,SHOW,2018,60,drama,DE,7.5,13265.0,15.187,7.349,Felix Kramer,ACTOR,169
Damnation,SHOW,2017,43,western,US,7.6,8736.0,8.517,6.903,Killian Scott,ACTOR,-1
Life Sentence,SHOW,2018,42,drama,US,6.5,4011.0,7.999,6.461,Lucy Hale,ACTOR,39
Lommbock,MOVIE,2017,102,comedy,DE,6.7,3863.0,6.356,6.6,Moritz Bleibtreu,ACTOR,45
Win It All,MOVIE,2017,88,comedy,US,6.2,9750.0,8.748,5.7,Jake Johnson,ACTOR,4
W. Kamau Bell: Private School Negro,MOVIE,2018,65,comedy,US,6.5,816.0,2.63,5.9,W. Kamau Bell,ACTOR,4
Unit 42,SHOW,2017,48,thriller,BE,6.9,2630.0,18.447,6.271,Patrick Ridremont,ACTOR,-1
Superwog,SHOW,2018,22,comedy,AU,7.4,610.0,5.636,6.429,Theodore Saidden,ACTOR,82
Baadshaho,MOVIE,2017,136,action,IN,4.9,5036.0,3.295,5.8,Ajay Devgn,ACTOR,14
Busted!,SHOW,2018,75,thriller,KR,7.6,1027.0,22.985,8.5,Yoo Jae-suk,ACTOR,156
Jagga Jasoos,MOVIE,2017,162,comedy,IN,6.4,10767.0,6.821,6.083,Ranbir Kapoor,ACTOR,24
Goyo: The Boy General,MOVIE,2018,155,history,PH,6.7,799.0,5.701,6.636,Paulo Avelino,ACTOR,-1
Cupcake & Dino - General Services,SHOW,2018,17,animation,BR,7.6,805.0,12.226,8.8,Justin Collette,ACTOR,-1
Rock My Heart,MOVIE,2017,105,drama,DE,6.5,1099.0,9.511,7.2,Lena Klenke,ACTOR,47
Misty,SHOW,2018,71,crime,KR,8.0,743.0,8.372,7.8,Kim Nam-ju,ACTOR,186
The Night Comes for Us,MOVIE,2018,121,action,ID,6.9,27185.0,23.931,6.806,Joe Taslim,ACTOR,-1
Hajwala 2: Mysterious Mission,MOVIE,2018,115,action,AE,4.1,98.0,2.189,6.0,Ahmed El Mohammdi,ACTOR,168
The Zookeeper's Wife,MOVIE,2017,124,history,CZ,7.0,44382.0,13.182,7.4,Jessica Chastain,ACTOR,-1
Take Your Pills,MOVIE,2018,87,documentation,US,6.3,5416.0,10.75,6.6,Eben Britton,ACTOR,66
Cleo & Cuquin,SHOW,2018,6,animation,ES,8.1,100.0,6.239,8.3,Unknown,Unknown,-1
Cargo,MOVIE,2018,105,drama,AU,6.3,45094.0,18.267,6.399,Martin Freeman,ACTOR,143
Sacred Games,SHOW,2018,50,action,IN,8.5,89076.0,17.95,7.934,Pankaj Tripathi,ACTOR,91
The Meyerowitz Stories (New and Selected),MOVIE,2017,112,drama,US,6.9,51192.0,14.956,6.461,Adam Sandler,ACTOR,1
Angela's Christmas,MOVIE,2017,30,animation,CA,6.540941965073206,21150.29081903414,11.87,6.8,Lucy O'Connell,ACTOR,175
Lovefucked,MOVIE,2018,105,drama,IN,6.540941965073206,21150.29081903414,3.491,4.8,Rohit Kokate,ACTOR,8
Christina P: Mother Inferior,MOVIE,2017,59,comedy,US,6.4,1073.0,2.939,5.9,Christina Pazsitzky,ACTOR,4
Been So Long,MOVIE,2018,100,romance,GB,5.5,1145.0,6.484,5.7,Michaela Coel,ACTOR,87
Cathedral of the Sea,SHOW,2018,57,drama,ES,7.5,4779.0,16.179,7.0,Aitor Luna,ACTOR,133
Garbage,MOVIE,2018,105,thriller,IN,3.8,1060.0,1.217,4.2,Tanmay Dhanania,ACTOR,13
Your Son,MOVIE,2018,103,thriller,ES,6.1,5174.0,11.503,5.717,Jose Coronado,ACTOR,177
Terrorism Close Calls,SHOW,2018,51,documentation,US,5.3,761.0,2.275,7.2,David Bitkower,ACTOR,0
Watership Down,SHOW,2018,50,animation,GB,7.2,6467.0,9.72,6.898,James McAvoy,ACTOR,20
Bill Nye Saves the World,SHOW,2017,32,comedy,US,3.5,7233.0,8.705,3.6,Bill Nye,ACTOR,16
The Queen of Flow,SHOW,2018,45,drama,CO,7.7,1366.0,238.974,7.979,Andres Sandoval,ACTOR,49
Bitter Daisies,SHOW,2018,71,drama,ES,7.2,3274.0,12.695,7.0,María Mera,ACTOR,133
Solo,MOVIE,2018,100,thriller,ES,5.0,2960.0,9.722,5.4,Alain Hernández,ACTOR,177
Hari Kondabolu: Warn Your Relatives,MOVIE,2018,67,comedy,US,6.6,898.0,2.727,5.6,Hari Kondabolu,ACTOR,4
The Magic School Bus Rides Again,SHOW,2017,25,animation,US,6.3,864.0,17.468,6.1,Kate McKinnon,ACTOR,32
Dear Ex,MOVIE,2018,100,drama,TW,7.3,6712.0,8.595,7.275,Hsieh Ying Shiuan,ACTOR,101
Mersal,MOVIE,2017,172,thriller,IN,7.5,35873.0,8.219,7.309,Vijay,ACTOR,13
Dark Tourist,SHOW,2018,41,action,NZ,7.5,7664.0,6.269,6.642,Sebastián Treviño,ACTOR,-1
Rust Valley Restorers,SHOW,2018,48,documentation,CA,7.7,3084.0,19.93,8.0,Mike Hall,ACTOR,-1
End Game,MOVIE,2018,40,documentation,US,6.540941965073206,21150.29081903414,5.107,7.1,Rob Epstein,DIRECTOR,66
Christmas Inheritance,MOVIE,2017,104,comedy,US,5.7,12531.0,14.43,6.3,Eliza Taylor,ACTOR,4
Disjointed,SHOW,2017,27,comedy,US,6.7,10697.0,12.164,5.842,Kathy Bates,ACTOR,16
Day of the Dead: Bloodline,MOVIE,2017,90,action,US,3.4,11750.0,22.935,4.637,Sophie Skelton,ACTOR,17
Titipo Titipo,SHOW,2018,18,comedy,KR,7.2,25.0,1.859,9.5,Unknown,Unknown,72
Signs,SHOW,2018,47,thriller,PL,6.4,1855.0,6.236,7.0,Andrzej Konopka,ACTOR,-1
The Book of Henry,MOVIE,2017,105,drama,US,6.6,28221.0,18.796,7.5,Naomi Watts,ACTOR,1
All the Reasons to Forget,MOVIE,2018,90,drama,BR,6.3,541.0,3.219,7.118,Johnny Massaro,ACTOR,119
Dany Boon: Des Hauts-De-France,MOVIE,2018,90,comedy,FR,6.3,103.0,2.667,6.2,Dany Boon,ACTOR,127
Russell Howard: Recalibrate,MOVIE,2017,69,comedy,GB,7.4,1686.0,2.378,7.7,Russell Howard,ACTOR,6
Kakegurui,SHOW,2018,27,drama,JP,6.7,1114.0,19.521,7.92,Minami Hamabe,ACTOR,57
Transformers: Rescue Bots Academy,SHOW,2018,12,action,US,6.2,122.0,5.706,10.0,Unknown,Unknown,30
Sei,MOVIE,2018,128,drama,IN,4.2,73.0,0.996,4.3,Nakul,ACTOR,8
The Worthy,MOVIE,2017,95,action,AE,5.1,2117.0,11.549,4.8,Ali Soliman,ACTOR,168
Poster Boys,MOVIE,2017,128,comedy,IN,5.4,1620.0,2.777,5.7,Sunny Deol,ACTOR,24
Up North,MOVIE,2018,10,drama,US,5.4,162.0,1.286,4.25,Banky Wellington,ACTOR,1
Baazaar,MOVIE,2018,137,drama,IN,6.5,5785.0,4.581,6.087,Saif Ali Khan,ACTOR,8
Satria Heroes: Revenge of the Darkness,MOVIE,2017,92,drama,ID,4.9,79.0,19.267195915153582,6.633193712829227,Unknown,Unknown,120
The House of Flowers,SHOW,2018,31,drama,MX,7.6,8094.0,40.629,7.779,Aislinn Derbez,ACTOR,153
Get Me Roger Stone,MOVIE,2017,100,documentation,US,7.3,7553.0,6.566,7.0,Roger Stone,ACTOR,66
Nathicharami,MOVIE,2018,116,drama,IN,7.2,360.0,1.402,7.2,Sruthi Hariharan,ACTOR,8
Mubarakan,MOVIE,2017,156,comedy,IN,5.6,4129.0,3.642,6.4,Anil Kapoor,ACTOR,24
Insatiable,SHOW,2018,46,drama,US,6.5,29932.0,39.535,7.8,Debby Ryan,ACTOR,39
Okko's Inn,MOVIE,2018,94,fantasy,JP,7.1,2051.0,9.732,7.112,Seiran Kobayashi,ACTOR,92
Transformers: Cyberverse,SHOW,2018,12,action,US,6.8,411.0,7.191,6.4,Jeremy Levy,ACTOR,30
When We First Met,MOVIE,2018,97,comedy,US,6.4,50812.0,17.227,6.6,Adam DeVine,ACTOR,4
Munafik 2,MOVIE,2018,104,thriller,MY,5.6,1758.0,4.152,5.7,Syamsul Yusof,ACTOR,-1
Solo el amor,MOVIE,2018,93,drama,AR,5.0,74.0,3.95,5.3,Franco Masini,ACTOR,83
The Last Hour,MOVIE,2018,118,drama,PE,6.3,522.0,3.705,6.8,Pietro Sibille,ACTOR,-1
CIA: Comrade In America,MOVIE,2017,134,romance,IN,6.4,3260.0,3.703,6.016,Dulquer Salmaan,ACTOR,9
Fun Mom Dinner,MOVIE,2017,81,comedy,US,5.3,5509.0,9.723,5.8,Katie Aselton,ACTOR,4
Vir Das: Losing It,MOVIE,2018,67,comedy,US,7.0,1345.0,2.429,7.3,Vir Das,ACTOR,4
Beyond Skyline,MOVIE,2017,105,action,CA,5.3,22444.0,7.407,5.2,Frank Grillo,ACTOR,-1
Joshua: Teenager vs. Superpower,MOVIE,2017,78,documentation,US,7.3,1610.0,7.085,7.3,Joshua Wong,ACTOR,66
New Money,MOVIE,2018,107,comedy,NG,6.540941965073206,21150.29081903414,1.497,4.0,Adeolu Adefarasin,ACTOR,121
The Outsider,MOVIE,2018,120,crime,US,6.2,27082.0,16.555,6.2,Jared Leto,ACTOR,3
Mowgli: Legend of the Jungle,MOVIE,2018,105,drama,US,6.5,63304.0,20.497,6.504,Rohan Chand,ACTOR,1
Stretch Armstrong & the Flex Fighters,SHOW,2017,23,animation,US,6.3,331.0,3.975,7.6,Scott Menville,ACTOR,32
Calibre,MOVIE,2018,101,thriller,GB,6.8,30668.0,13.902,6.469,Jack Lowden,ACTOR,116
Sierra Burgess Is a Loser,MOVIE,2018,105,drama,US,5.8,39844.0,13.018,6.332,Shannon Purser,ACTOR,1
"I, Potro",MOVIE,2018,50,comedy,AR,6.2,520.0,2.927,5.9,Joaquín Ferreira,ACTOR,23
Somewhere Between,SHOW,2017,42,drama,US,6.2,6233.0,10.738,6.43,Paula Patton,ACTOR,39
The Good Cop,SHOW,2018,46,comedy,US,7.0,6150.0,10.166,6.3,Josh Groban,ACTOR,16
Close Enemies,MOVIE,2018,111,drama,BE,6.4,2785.0,6.634,5.9,Matthias Schoenaerts,ACTOR,142
Little Miss Sumo,MOVIE,2018,18,documentation,JP,6.540941965073206,21150.29081903414,4.3,5.9,Hiyori Kon,ACTOR,-1
The Ottoman Lieutenant,MOVIE,2017,106,drama,TR,6.4,26067.0,15.932,6.176,Ben Kingsley,ACTOR,126
Gad Gone Wild,MOVIE,2017,57,comedy,FR,6.9,433.0,3.623,6.782,Gad Elmaleh,ACTOR,127
Victoria & Abdul,MOVIE,2017,112,drama,US,6.8,36732.0,10.56,6.9,Judi Dench,ACTOR,1
Private Life,MOVIE,2018,123,drama,US,7.2,19023.0,9.106,6.938,Kathryn Hahn,ACTOR,1
Great News,SHOW,2017,21,comedy,US,7.0,6810.0,8.448,6.6,Horatio Sanz,ACTOR,16
Irreplaceable You,MOVIE,2018,96,drama,US,6.4,9943.0,13.984,6.979,Gugu Mbatha-Raw,ACTOR,1
C/o Kancharapalem,MOVIE,2018,152,drama,IN,8.8,7324.0,2.773,7.5,Mohan Bhagath,ACTOR,8
Brij Mohan Amar Rahe!,MOVIE,2018,100,drama,IN,6.6,3823.0,2.525,4.955,Arjun Mathur,ACTOR,8
The Most Hated Woman in America,MOVIE,2017,91,crime,US,6.1,6930.0,9.352,6.1,Melissa Leo,ACTOR,3
Burning Sands,MOVIE,2017,105,drama,US,6.0,2947.0,8.333,5.8,Trevor Jackson,ACTOR,1
First Love,MOVIE,2018,122,romance,PH,5.9,163.0,1.716,5.9,Bea Alonzo,ACTOR,98
Castle and Castle,SHOW,2018,54,drama,NG,6.540941965073206,21150.29081903414,3.082,7.2,Dakore Egbuson-Akande,ACTOR,-1
Counterpunch,MOVIE,2017,91,documentation,US,6.7,943.0,9.077,6.7,Jay Bulger,DIRECTOR,66
Joaquín Reyes: Una y no más,MOVIE,2017,77,comedy,,6.5,6.0,1.216,4.7,Joaquín Reyes,ACTOR,139
Struggle: The Life and Lost Art of Szukalski,MOVIE,2018,104,documentation,US,7.9,4385.0,5.074,7.6,Stanislaw Szukalski,ACTOR,66
Hantu Kak Limah,MOVIE,2018,111,comedy,MY,5.7,700.0,2.786,6.9,Awie,ACTOR,104
A.I.C.O. -Incarnation-,SHOW,2018,25,action,JP,6.3,1285.0,11.294,6.3,Yusuke Kobayashi,ACTOR,27
Nobody Speak: Trials of the Free Press,MOVIE,2017,95,documentation,US,6.5,4259.0,7.161,6.0,Hulk Hogan,ACTOR,66
YG Future Strategy Office,SHOW,2018,26,comedy,KR,6.8,217.0,4.918,7.1,Seungri,ACTOR,72
The Wedding Party 2: Destination Dubai,MOVIE,2017,98,romance,NG,4.8,293.0,2.684,7.0,Adesua Etomi,ACTOR,138
Fyre,MOVIE,2018,97,documentation,US,7.2,48949.0,10.358,6.9,Billy McFarland,ACTOR,66
Outside In,MOVIE,2018,109,drama,US,6.7,5410.0,7.208,6.238,Edie Falco,ACTOR,1
El Chapo,SHOW,2017,44,drama,US,7.8,19173.0,83.533,7.499,Marco de la O,ACTOR,39
Modest Heroes,MOVIE,2018,54,drama,JP,6.6,2850.0,21.164,6.684,Min Tanaka,ACTOR,35
Bangkok Love Stories 2: Innocence,SHOW,2018,47,drama,TH,6.7,224.0,5.252,7.0,Nicole Theriault,ACTOR,173
Requiem,SHOW,2018,58,drama,GB,6.4,6937.0,12.894,6.5,Lydia Wilson,ACTOR,114
Felipe Neto: My Life Makes No Sense,MOVIE,2017,90,comedy,BR,4.4,255.0,2.771,6.161,Felipe Neto,ACTOR,187
Berlin Syndrome,MOVIE,2017,116,thriller,AU,6.3,26162.0,10.809,6.007,Teresa Palmer,ACTOR,-1
Pine Gap,SHOW,2018,56,drama,AU,7.2,5626.0,10.567,7.25,Parker Sawyers,ACTOR,41
Shéhérazade,MOVIE,2018,109,drama,FR,7.0,2442.0,10.55,7.3,Dylan Robert,ACTOR,96
Terrace House: Opening New Doors,SHOW,2017,39,reality,JP,7.8,1024.0,10.332,7.8,YOU,ACTOR,48
Better Than Us,SHOW,2018,52,scifi,RU,7.3,9601.0,33.457,7.37,Paulina Andreeva,ACTOR,-1
Orbiter 9,MOVIE,2017,95,drama,ES,5.9,8019.0,18.949,5.815,Clara Lago,ACTOR,46
SKY Castle,SHOW,2018,68,drama,KR,8.6,3445.0,17.639,8.2,Yum Jung-ah,ACTOR,90
An Evening with Beverly Luff Linn,MOVIE,2018,108,comedy,US,5.8,5457.0,9.145,5.5,Aubrey Plaza,ACTOR,4
Yoo Byung Jae: Too Much Information,MOVIE,2018,63,comedy,KR,5.5,52.0,1.22,6.2,Yoo Byung-jae,ACTOR,95
Moms at War,MOVIE,2018,91,comedy,NG,6.5,59.0,1.019,3.5,Omoni Oboli,ACTOR,121
Kalushi : The Story of Solomon Mahlangu,MOVIE,2017,106,thriller,ZA,6.6,342.0,4.173,5.8,Pearl Thusi,ACTOR,-1
GHOUL,SHOW,2018,46,scifi,IN,8.4,6.0,15.117,6.865,Rohit Pathak,ACTOR,-1
To the Bone,MOVIE,2017,107,drama,US,6.8,47025.0,14.059,7.226,Lily Collins,ACTOR,1
Maktub,MOVIE,2017,100,comedy,IL,7.2,2469.0,3.007,7.2,Guy Amir,ACTOR,-1
#realityhigh,MOVIE,2017,99,comedy,US,5.1,6592.0,12.86,6.3,Nesta Cooper,ACTOR,4
Going for Gold,MOVIE,2018,89,drama,AU,4.8,602.0,8.597,6.781,Kelli Berglund,ACTOR,143
F.R.E.D.I.,MOVIE,2018,89,scifi,US,5.0,1087.0,5.682,6.2,Kelly Hu,ACTOR,29
Bad Genius,MOVIE,2017,130,thriller,TH,7.6,21755.0,18.791,7.94,Chutimon Chuengcharoensukying,ACTOR,-1
22 July,MOVIE,2018,143,drama,NO,6.8,35139.0,14.077,7.128,Jonas Strand Gravli,ACTOR,-1
A Futile and Stupid Gesture,MOVIE,2018,101,comedy,US,6.7,16891.0,8.464,6.5,Will Forte,ACTOR,4
1983,SHOW,2018,57,crime,PL,6.8,3931.0,8.022,6.5,Robert Więckiewicz,ACTOR,130
Puss in Book: Trapped in an Epic Tale,MOVIE,2017,23,fantasy,US,6.540941965073206,21150.29081903414,121.138,6.637,Eric Bauza,ACTOR,18
The Doll 2,MOVIE,2017,117,horror,ID,5.2,614.0,4.816,5.568,Luna Maya,ACTOR,172
A Boy Named Flora A,SHOW,2017,89,drama,TW,7.9,336.0,2.914,7.0,Crowd Lu,ACTOR,69
Mute,MOVIE,2018,126,thriller,DE,5.4,36383.0,12.079,5.571,Alexander Skarsgård,ACTOR,62
Black Mirror: Bandersnatch,MOVIE,2018,90,drama,US,7.1,129064.0,11.65,6.781,Fionn Whitehead,ACTOR,1
Giant,MOVIE,2017,114,drama,ES,6.6,4532.0,9.584,6.583,Ramon Agirre,ACTOR,46
Payday,MOVIE,2018,110,comedy,NG,5.5,28.0,0.929,2.0,Baaj Adebule,ACTOR,121
Sir,MOVIE,2018,96,drama,IN,7.7,7716.0,5.054,7.2,Tillotama Shome,ACTOR,8
Hot Girls Wanted: Turned On,SHOW,2017,47,documentation,US,6.6,2272.0,13.461,6.9,Unknown,Unknown,0
Model,SHOW,2017,48,reality,US,5.7,44.0,1.057,2.0,Christina Visser,ACTOR,26
Manto,MOVIE,2018,112,drama,FR,7.3,4431.0,5.341,7.449,Nawazuddin Siddiqui,ACTOR,96
Killing Hasselhoff,MOVIE,2017,80,comedy,US,4.5,2760.0,5.287,4.647,Ken Jeong,ACTOR,4
The Forest,SHOW,2017,52,drama,FR,7.2,11226.0,21.589,6.936,Samuel Labarthe,ACTOR,145
My Secret Romance,SHOW,2017,52,comedy,KR,7.1,3906.0,16.871,7.775,Sung Hoon,ACTOR,72
Happy as Lazzaro,MOVIE,2018,130,drama,IT,7.5,18924.0,12.434,7.386,Adriano Tardiolo,ACTOR,51
Coffee for All,MOVIE,2017,69,documentation,AR,5.6,431.0,1.905,5.8,Glodier Biedma,ACTOR,188
Pup Star: World Tour,MOVIE,2018,87,comedy,US,3.9,220.0,4.518,6.0,Diedrich Bader,ACTOR,4
Gypsy,SHOW,2017,52,drama,US,6.8,17599.0,54.97,6.583,Naomi Watts,ACTOR,39
Dumplin',MOVIE,2018,110,drama,US,6.5,35202.0,10.492,6.833,Danielle Macdonald,ACTOR,1
DreamWorks Home: For the Holidays,MOVIE,2017,45,scifi,GB,4.9,166.0,4.372,5.2,Rachel Crow,ACTOR,-1
Aggretsuko: We Wish You A Metal Christmas,MOVIE,2018,22,animation,JP,6.540941965073206,21150.29081903414,3.852,7.5,Kaolip,ACTOR,22
The Royal Hibiscus Hotel,MOVIE,2018,90,romance,NG,5.3,304.0,2.123,4.2,Zainab Balogun,ACTOR,138
Stretch Armstrong: The Breakout,MOVIE,2018,45,animation,US,6.540941965073206,21150.29081903414,2.059,5.2,Steven Yeun,ACTOR,71
Fary Is the New Black,MOVIE,2018,74,comedy,FR,6.0,144.0,4.016,6.8,Fary,ACTOR,127
Voice,SHOW,2017,62,crime,KR,7.6,2230.0,13.706,6.89,Lee Ha-na,ACTOR,186
Harith Iskander: I Told You So,MOVIE,2018,61,comedy,US,4.9,185.0,2.426,4.8,Harith Iskander,ACTOR,4
Friends from College,SHOW,2017,30,comedy,US,6.9,21814.0,11.053,6.41,Keegan-Michael Key,ACTOR,16
A Love So Beautiful,SHOW,2017,43,comedy,CN,8.0,1552.0,28.824,8.304,Hu Yitian,ACTOR,-1
The Stolen,MOVIE,2017,98,action,NZ,5.3,1330.0,5.393,5.6,Alice Eve,ACTOR,-1
Treehouse Detectives,SHOW,2018,24,animation,US,7.9,94.0,4.256,9.2,Philece Sampler,ACTOR,32
Kartini: Princess of Java,MOVIE,2017,118,drama,ID,7.6,511.0,3.02,8.1,Dian Sastrowardoyo,ACTOR,120
Jen Kirkman: Just Keep Livin'?,MOVIE,2017,69,comedy,US,6.8,1341.0,2.95,6.5,Jen Kirkman,ACTOR,4
Tau,MOVIE,2018,97,thriller,US,5.8,32513.0,14.731,6.16,Maika Monroe,ACTOR,19
The Grown-Ups,MOVIE,2017,82,documentation,NL,7.6,278.0,1.719,6.4,Maite Alberdi,DIRECTOR,-1
Nicky Jam: El Ganador,SHOW,2018,44,drama,PR,7.7,1211.0,34.655,7.31,Nicky Jam,ACTOR,-1
Subira,MOVIE,2018,99,drama,KE,5.3,73.0,0.69,6.633193712829227,Brenda Wairimu,ACTOR,-1
The Inmate,SHOW,2018,45,drama,MX,6.9,2922.0,22.685,7.021,Ignacio Serricchio,ACTOR,153
Godzilla: Planet of the Monsters,MOVIE,2017,89,action,JP,6.0,8821.0,19.346,6.28,Mamoru Miyano,ACTOR,81
Errementari: The Blacksmith and the Devil,MOVIE,2018,98,fantasy,FR,6.4,12495.0,12.649,6.4,Kandido Uranga,ACTOR,-1
Andhadhun,MOVIE,2018,139,thriller,IN,8.2,95963.0,11.469,7.6,Ayushmann Khurrana,ACTOR,13
Catfight,MOVIE,2017,96,drama,US,5.9,6745.0,10.048,5.6,Sandra Oh,ACTOR,1
Indian Horse,MOVIE,2018,96,drama,CA,7.3,2368.0,7.12,7.3,Sladen Peltier,ACTOR,58
WHAT DID JACK DO?,MOVIE,2017,17,comedy,US,6.540941965073206,21150.29081903414,6.658,6.411,Jack Cruz,ACTOR,4
Bygones Be Bygones,MOVIE,2017,103,comedy,TR,6.2,4248.0,4.272,5.4,Ata Demirer,ACTOR,52
Trolls Holiday,MOVIE,2017,26,action,,6.1,2919.0,19.559,6.7,Anna Kendrick,ACTOR,168
Christmas with a View,MOVIE,2018,105,romance,CA,5.2,5046.0,17.379,5.8,Kaitlyn Leeb,ACTOR,-1
iBoy,MOVIE,2017,90,action,GB,6.0,22594.0,13.689,5.971,Bill Milner,ACTOR,68
In Line,MOVIE,2017,115,drama,NG,6.1,34.0,1.517,2.0,Chris Attoh,ACTOR,80
The Kindergarten Teacher,MOVIE,2018,96,drama,US,6.7,16842.0,8.369,6.604,Maggie Gyllenhaal,ACTOR,1
Security,MOVIE,2017,91,thriller,US,5.7,19987.0,40.881,6.2,Antonio Banderas,ACTOR,19
Prince of Peoria: A Christmas Moose Miracle,MOVIE,2018,29,comedy,US,6.540941965073206,21150.29081903414,3.171,5.3,Gavin Lewis,ACTOR,4
Troy: Fall of a City,SHOW,2018,58,action,GB,4.0,14461.0,16.892,6.5,Louis Hunter,ACTOR,-1
Right Here Right Now,MOVIE,2018,89,drama,DE,5.4,311.0,2.592,4.2,Corinna Harfouch,ACTOR,47
Perfume,SHOW,2018,58,crime,DE,7.1,8536.0,14.937,6.878,Friederike Becht,ACTOR,-1
Like Father,MOVIE,2018,98,drama,US,6.1,22064.0,8.867,6.3,Kristen Bell,ACTOR,1
Strongest Deliveryman,SHOW,2017,55,drama,KR,7.3,805.0,8.365,6.5,Go Kyung-pyo,ACTOR,90
Bāhubali 2: The Conclusion,MOVIE,2017,167,fantasy,IN,8.2,104877.0,33.877,7.399,Prabhas,ACTOR,11
